name,normal,shiny
Floatzel,https://archives.bulbagarden.net/media/upload/thumb/b/bf/419Floatzel.png/600px-419Floatzel.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhje-4de39c8c-b1ec-462f-8c8d-bd2e47c9c04d.png
Cherubi,https://archives.bulbagarden.net/media/upload/thumb/a/a7/420Cherubi.png/600px-420Cherubi.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhnx-a53e88bf-da6e-456f-ae46-9983923dc5d5.png
Cherrim,https://archives.bulbagarden.net/media/upload/thumb/2/25/421Cherrim-Overcast.png/600px-421Cherrim-Overcast.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhpv-a3969e6a-b84f-45da-a925-0899da179bd9.png/v1/fill/w_842",h_842",strp/_421_cherrim__overcast__by_tonofdirt726_ddjuhpv-fullview.png
Shellos,https://archives.bulbagarden.net/media/upload/thumb/7/72/422Shellos.png/600px-422Shellos.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhur-ef3c0cba-d18a-4a74-95ad-c7e5c1e8f376.png/v1/fill/w_894",h_894",strp/_422_shellos_by_tonofdirt726_ddjuhur-pre.png
Gastrodon,https://archives.bulbagarden.net/media/upload/thumb/1/18/423Gastrodon.png/600px-423Gastrodon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhx1-e641078c-172e-4a9f-9278-640e06351947.png/v1/fill/w_894",h_894",strp/_423_gastrodon_by_tonofdirt726_ddjuhx1-pre.png
Ambipom,https://archives.bulbagarden.net/media/upload/thumb/8/86/424Ambipom.png/600px-424Ambipom.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuhzs-90ce3e71-fe87-4912-8017-d315492cc338.png/v1/fill/w_836",h_836",strp/_424_ambipom_by_tonofdirt726_ddjuhzs-fullview.png
Drifloon,https://archives.bulbagarden.net/media/upload/thumb/e/eb/425Drifloon.png/600px-425Drifloon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjui25-da7af475-151d-46ca-8aad-23566242ea35.png
Drifblim,https://archives.bulbagarden.net/media/upload/thumb/7/71/426Drifblim.png/600px-426Drifblim.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjui6z-16cef6c9-ad5d-4934-bb93-1f1bf4b1c32e.png
Buneary,https://archives.bulbagarden.net/media/upload/thumb/a/a7/427Buneary.png/600px-427Buneary.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuidm-ffbdd3d7-0c54-48e0-8d59-41e7b8e0ac9f.png/v1/fill/w_894",h_894",strp/_427_buneary_by_tonofdirt726_ddjuidm-pre.png
Mega Lopunny,https://archives.bulbagarden.net/media/upload/thumb/d/dc/428Lopunny-Mega.png/600px-428Lopunny-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnyg64-33717997-3826-47c0-8d5f-b61c183f2403.png/v1/fill/w_894",h_894",strp/_428_lopunny_by_tonofdirt726_ddnyg64-pre.png
Lopunny,https://archives.bulbagarden.net/media/upload/thumb/c/c9/428Lopunny.png/600px-428Lopunny.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuig1-648ac397-77d2-4a0a-ab41-a0f58bc4d488.png/v1/fill/w_894",h_894",strp/_428_lopunny_by_tonofdirt726_ddjuig1-pre.png
Mismagius,https://archives.bulbagarden.net/media/upload/thumb/b/b4/429Mismagius.png/600px-429Mismagius.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuii2-93837eeb-6ae7-476f-81e7-2c5306cd94cf.png/v1/fill/w_838",h_838",strp/_429_mismagius_by_tonofdirt726_ddjuii2-fullview.png
Honchkrow,https://archives.bulbagarden.net/media/upload/thumb/4/46/430Honchkrow.png/600px-430Honchkrow.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuiju-3d820fd4-b864-4876-b66f-4d0d94b10afd.png/v1/fill/w_833",h_833",strp/_430_honchkrow_by_tonofdirt726_ddjuiju-fullview.png
Glameow,https://archives.bulbagarden.net/media/upload/thumb/2/26/431Glameow.png/600px-431Glameow.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuild-aa0d35ce-a8aa-4893-ab68-4a0c6f59e1da.png/v1/fill/w_894",h_894",strp/_431_glameow_by_tonofdirt726_ddjuild-pre.png
Purugly,https://archives.bulbagarden.net/media/upload/thumb/8/80/432Purugly.png/600px-432Purugly.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuio2-32066ce2-0ce0-4b01-b4b0-61064b2d3f15.png
Chingling,https://archives.bulbagarden.net/media/upload/thumb/e/ed/433Chingling.png/600px-433Chingling.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuiq2-d12dafe3-7551-4b09-a8c9-498fd8aeb30e.png/v1/fill/w_894",h_894",strp/_433_chingling_by_tonofdirt726_ddjuiq2-pre.png
Stunky,https://archives.bulbagarden.net/media/upload/thumb/7/75/434Stunky.png/600px-434Stunky.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuis6-21f1c557-1774-462e-9808-44751119155b.png/v1/fill/w_894",h_894",strp/_434_stunky_by_tonofdirt726_ddjuis6-pre.png
Skuntank,https://archives.bulbagarden.net/media/upload/thumb/b/bc/435Skuntank.png/600px-435Skuntank.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuivm-d4060d01-fb07-481c-9c20-2f8ac36c34ec.png
Bronzor,https://archives.bulbagarden.net/media/upload/thumb/c/c1/436Bronzor.png/600px-436Bronzor.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuiy6-ebe4b1c9-6a05-436d-94d8-9e63e538c32d.png
Bronzong,https://archives.bulbagarden.net/media/upload/thumb/a/aa/437Bronzong.png/600px-437Bronzong.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuj50-4d14e3e9-c479-4097-be2c-c30462727805.png
Bonsly,https://archives.bulbagarden.net/media/upload/thumb/e/e2/438Bonsly.png/600px-438Bonsly.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjuj7k-60e15115-8ea2-4c9c-b9ea-4c92a0c2521a.png/v1/fill/w_894",h_894",strp/_438_bonsly_by_tonofdirt726_ddjuj7k-pre.png
Mime Jr,https://archives.bulbagarden.net/media/upload/thumb/3/37/439Mime_Jr.png/600px-439Mime_Jr.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjujah-6ab72858-8600-4c06-ad30-1f4d12eaa2ae.png/v1/fill/w_894",h_894",strp/_439_mime_jr__by_tonofdirt726_ddjujah-pre.png
Happiny,https://archives.bulbagarden.net/media/upload/thumb/2/27/440Happiny.png/600px-440Happiny.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddjujek-36eb886e-a53d-45bb-987e-f82a4ad4c703.png/v1/fill/w_894",h_894",strp/_440_happiny_by_tonofdirt726_ddjujek-pre.png
Chatot,https://archives.bulbagarden.net/media/upload/thumb/b/bf/441Chatot.png/600px-441Chatot.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ibx-16340e34-4611-4607-9862-e92f7d0dadb9.png/v1/fill/w_894",h_894",strp/_441_chatot_by_tonofdirt726_ddk7ibx-pre.png
Spiritomb,https://archives.bulbagarden.net/media/upload/thumb/8/8e/442Spiritomb.png/600px-442Spiritomb.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ikf-9ea4efe0-7cd1-45c4-be44-241589aa1120.png
Gible,https://archives.bulbagarden.net/media/upload/thumb/6/68/443Gible.png/600px-443Gible.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ipi-654e06f6-4552-477c-b0ed-7a2cc3042b0e.png
Gabite,https://archives.bulbagarden.net/media/upload/thumb/9/9d/444Gabite.png/600px-444Gabite.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7j1e-153cd164-b4ea-42f5-87e1-5ff7da3ca761.png
Garchomp,https://archives.bulbagarden.net/media/upload/thumb/f/fa/445Garchomp.png/600px-445Garchomp.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7j8z-0c2d560c-ce43-4afb-b165-297a1d419c2a.png/v1/fill/w_894",h_894",strp/_445_garchomp_by_tonofdirt726_ddk7j8z-pre.png
Mega Garchomp,https://archives.bulbagarden.net/media/upload/thumb/b/b2/445Garchomp-Mega.png/600px-445Garchomp-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnyg9q-64f173f0-c7cb-434e-8c5c-7b547790f11f.png/v1/fill/w_894",h_894",strp/_445_garchomp_by_tonofdirt726_ddnyg9q-pre.png
Munchlax,https://archives.bulbagarden.net/media/upload/thumb/b/b2/446Munchlax.png/600px-446Munchlax.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7jg9-2e29f892-93d8-460d-8abe-91cfd4c472dd.png/v1/fill/w_894",h_894",strp/_446_munchlax_by_tonofdirt726_ddk7jg9-pre.png
Riolu,https://archives.bulbagarden.net/media/upload/thumb/a/a2/447Riolu.png/600px-447Riolu.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7jk8-871b8d3c-f627-4a7a-9d10-9a8ba49c41fc.png
Lucario,https://archives.bulbagarden.net/media/upload/thumb/d/d7/448Lucario.png/600px-448Lucario.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7krh-e18e60c7-e4e2-4344-a69f-19030c6a3e69.png/v1/fill/w_894",h_894",strp/_448_lucario_by_tonofdirt726_ddk7krh-pre.png
Mega Lucario,https://archives.bulbagarden.net/media/upload/thumb/b/b9/448Lucario-Mega.png/600px-448Lucario-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnygch-3f476427-9618-498e-9fab-6d07d2973c33.png/v1/fill/w_894",h_894",strp/_448_lucario_by_tonofdirt726_ddnygch-pre.png
Hippopotas,https://archives.bulbagarden.net/media/upload/thumb/a/ab/449Hippopotas.png/600px-449Hippopotas.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7kvt-e924948d-44f7-4049-980b-b60192fddb84.png
Hippowdon,https://archives.bulbagarden.net/media/upload/thumb/5/5f/450Hippowdon.png/600px-450Hippowdon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7kz4-37045be4-396d-44e8-aa6e-200c4dac7fc2.png/v1/fill/w_894",h_894",strp/_450_hippowdon_by_tonofdirt726_ddk7kz4-pre.png
Skorupi,https://archives.bulbagarden.net/media/upload/thumb/4/47/451Skorupi.png/600px-451Skorupi.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7l2c-b7369d4e-fca6-4f63-923d-8c87efd391ef.png
Drapion,https://archives.bulbagarden.net/media/upload/thumb/1/13/452Drapion.png/600px-452Drapion.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7l4l-81ac0527-dce3-4d3d-a2d6-be4a201419c9.png/v1/fill/w_894",h_894",strp/_452_drapion_by_tonofdirt726_ddk7l4l-pre.png
Croagunk,https://archives.bulbagarden.net/media/upload/thumb/f/fa/453Croagunk.png/600px-453Croagunk.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7l8a-441ef526-11af-4560-bfa3-79dfc9a0d261.png
Toxicroak,https://archives.bulbagarden.net/media/upload/thumb/8/8b/454Toxicroak.png/600px-454Toxicroak.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7las-db476140-13fc-4cab-9eb9-6e9c819538c4.png/v1/fill/w_894",h_894",strp/_454_toxicroak_by_tonofdirt726_ddk7las-pre.png
Carnivine,https://archives.bulbagarden.net/media/upload/thumb/d/df/455Carnivine.png/600px-455Carnivine.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ld6-630e96f2-6c50-4d1f-bb16-4abaefb26432.png/v1/fill/w_894",h_894",strp/_455_carnivine_by_tonofdirt726_ddk7ld6-pre.png
Finneon,https://archives.bulbagarden.net/media/upload/thumb/4/45/456Finneon.png/600px-456Finneon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lg6-20f286e0-1e0a-43d5-98d5-e9ed86f8d06d.png
Lumineon,https://archives.bulbagarden.net/media/upload/thumb/f/f0/457Lumineon.png/600px-457Lumineon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lj7-063c09a1-6e4d-4575-9585-5b6dc3f3a91b.png
Mantyke,https://archives.bulbagarden.net/media/upload/thumb/b/bc/458Mantyke.png/600px-458Mantyke.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lo7-f877d455-ace0-4d7c-88e0-10c69768bbd9.png/v1/fill/w_894",h_894",strp/_458_mantyke_by_tonofdirt726_ddk7lo7-pre.png
Snover,https://archives.bulbagarden.net/media/upload/thumb/d/d2/459Snover.png/600px-459Snover.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lqt-9190fafa-29cc-40c1-aeb5-4c61e49ee75a.png/v1/fill/w_839",h_839",strp/_459_snover_by_tonofdirt726_ddk7lqt-fullview.png
Abomasnow,https://archives.bulbagarden.net/media/upload/thumb/3/3b/460Abomasnow.png/600px-460Abomasnow.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lt2-5e6ac2fc-5f05-4e89-8507-3f9967677419.png
Mega Abomasnow,https://archives.bulbagarden.net/media/upload/d/dc/460Abomasnow-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnygga-cceda7bb-373e-486a-baeb-524c9f25dba1.png/v1/fill/w_862",h_862",strp/_460_abomasnow_by_tonofdirt726_ddnygga-fullview.png
Weavile,https://archives.bulbagarden.net/media/upload/thumb/d/d2/461Weavile.png/600px-461Weavile.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lxy-9024c760-02d7-4306-8082-c6ccf35c3542.png/v1/fill/w_894",h_894",strp/_461_weavile_by_tonofdirt726_ddk7lxy-pre.png
Magnezone,https://archives.bulbagarden.net/media/upload/thumb/5/53/462Magnezone.png/600px-462Magnezone.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7lzs-634b2d78-ac65-43b0-8498-63ccd6402bee.png
Lickilicky,https://archives.bulbagarden.net/media/upload/thumb/8/8e/463Lickilicky.png/600px-463Lickilicky.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7m29-2a2e5583-0601-48e0-a22c-9963b73d4a9c.png/v1/fill/w_894",h_894",strp/_463_lickilicky_by_tonofdirt726_ddk7m29-pre.png
Rhyperior,https://archives.bulbagarden.net/media/upload/thumb/d/d9/464Rhyperior.png/600px-464Rhyperior.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7m4d-a53ff4ee-8417-45f1-b7da-00c6826ab98e.png/v1/fill/w_841",h_841",strp/_464_rhyperior_by_tonofdirt726_ddk7m4d-fullview.png
Tangrowth,https://archives.bulbagarden.net/media/upload/thumb/3/32/465Tangrowth.png/600px-465Tangrowth.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7m75-e1a92ed2-0ec7-4b27-b293-a64aa942d7a8.png/v1/fill/w_894",h_894",strp/_465_tangrowth_by_tonofdirt726_ddk7m75-pre.png
Electivire,https://archives.bulbagarden.net/media/upload/thumb/2/23/466Electivire.png/600px-466Electivire.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7m9k-1ec3f99f-6100-4ca2-9cf9-c9383d386af0.png/v1/fill/w_894",h_894",strp/_466_electivire_by_tonofdirt726_ddk7m9k-pre.png
Magmortar,https://archives.bulbagarden.net/media/upload/thumb/6/60/467Magmortar.png/600px-467Magmortar.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mf8-051f507b-b158-4c4a-b965-dead06cf439b.png
Togekiss,https://archives.bulbagarden.net/media/upload/thumb/8/87/468Togekiss.png/600px-468Togekiss.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mhg-6003320d-6d93-4949-bdfd-20115afe020a.png
Yanmega,https://archives.bulbagarden.net/media/upload/thumb/e/e6/469Yanmega.png/600px-469Yanmega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mkk-fd24e5a2-7bbb-4f6e-80fa-a998230da599.png
Leafeon,https://archives.bulbagarden.net/media/upload/thumb/f/f5/470Leafeon.png/600px-470Leafeon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7msi-f35aa4b6-2e63-40fa-a26a-e53b2fa4fd26.png/v1/fill/w_894",h_894",strp/_470_leafeon_by_tonofdirt726_ddk7msi-pre.png
Glaceon,https://archives.bulbagarden.net/media/upload/thumb/2/23/471Glaceon.png/600px-471Glaceon.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mve-465dfe9a-39cb-4bca-be30-91031890df97.png/v1/fill/w_894",h_894",strp/_471_glaceon_by_tonofdirt726_ddk7mve-pre.png
Gliscor,https://archives.bulbagarden.net/media/upload/thumb/a/ac/472Gliscor.png/600px-472Gliscor.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mxb-4c99c01d-4a7a-483d-9432-29ec961fb026.png
Mamoswine,https://archives.bulbagarden.net/media/upload/thumb/d/d0/473Mamoswine.png/600px-473Mamoswine.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7mzm-3d0d4295-09b6-4486-ae5d-ceb1d5c5e177.png/v1/fill/w_894",h_894",strp/_473_mamoswine_by_tonofdirt726_ddk7mzm-pre.png
Porygonz,https://archives.bulbagarden.net/media/upload/thumb/2/24/474Porygon-Z.png/600px-474Porygon-Z.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7n1x-02e378e0-10ae-4cca-95b9-d67e7fc139ea.png/v1/fill/w_894",h_894",strp/_474_porygon_z_by_tonofdirt726_ddk7n1x-pre.png
Mega Gallade,https://archives.bulbagarden.net/media/upload/thumb/f/f3/475Gallade-Mega.png/600px-475Gallade-Mega.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddnyglk-b6407206-25c5-46d1-ac7e-e5b745b0575e.png/v1/fill/w_894",h_894",strp/_475_gallade_by_tonofdirt726_ddnyglk-pre.png
Gallade,https://archives.bulbagarden.net/media/upload/thumb/5/58/475Gallade.png/600px-475Gallade.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7n49-543e63d6-25fb-4ee3-bf51-f7d86c3845ed.png/v1/fill/w_894",h_894",strp/_475_gallade_by_tonofdirt726_ddk7n49-pre.png
Probopass,https://archives.bulbagarden.net/media/upload/thumb/a/a6/476Probopass.png/600px-476Probopass.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7n6q-a2d01f4f-4193-41be-9f54-14499057d1df.png
Dusknoir,https://archives.bulbagarden.net/media/upload/thumb/4/4f/477Dusknoir.png/600px-477Dusknoir.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7n91-1c7b300c-b09c-4e84-8d83-c3077e8e4795.png
Froslass,https://archives.bulbagarden.net/media/upload/thumb/a/a2/478Froslass.png/600px-478Froslass.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7nbl-2c1c964c-687f-45d3-95d4-9e4ec74c5e30.png/v1/fill/w_894",h_894",strp/_478_froslass_by_tonofdirt726_ddk7nbl-pre.png
Rotom,https://archives.bulbagarden.net/media/upload/thumb/c/c5/479Rotom.png/600px-479Rotom.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ne8-9b3b8295-54be-4670-a2c2-f9aa2d8e6219.png/v1/fill/w_894",h_894",strp/_479_rotom_by_tonofdirt726_ddk7ne8-pre.png
Uxie,https://archives.bulbagarden.net/media/upload/thumb/e/ef/480Uxie.png/600px-480Uxie.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7ny5-0351f957-3536-492b-8623-64fc9ba5cd83.png/v1/fill/w_894",h_894",strp/_480_uxie_by_tonofdirt726_ddk7ny5-pre.png
Mesprit,https://archives.bulbagarden.net/media/upload/thumb/4/40/481Mesprit.png/600px-481Mesprit.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7nzv-40e2b327-20f7-4d2c-bd55-ed0312ee77fe.png/v1/fill/w_894",h_894",strp/_481_mesprit_by_tonofdirt726_ddk7nzv-pre.png
Azelf,https://archives.bulbagarden.net/media/upload/thumb/d/d0/482Azelf.png/600px-482Azelf.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7o25-973fb25a-7f8b-480d-a00b-2d35e4b074dd.png/v1/fill/w_894",h_894",strp/_482_azelf_by_tonofdirt726_ddk7o25-pre.png
Dialga,https://archives.bulbagarden.net/media/upload/thumb/8/8a/483Dialga.png/600px-483Dialga.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7o4e-fc0cd148-997b-4832-902c-d7bf44ae0954.png/v1/fill/w_894",h_894",strp/_483_dialga_by_tonofdirt726_ddk7o4e-pre.png
Palkia,https://archives.bulbagarden.net/media/upload/thumb/6/66/484Palkia.png/600px-484Palkia.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7o63-af0562e7-a770-4211-bc59-d024ca2d7b24.png/v1/fill/w_894",h_894",strp/_484_palkia_by_tonofdirt726_ddk7o63-pre.png
Heatran,https://archives.bulbagarden.net/media/upload/thumb/b/b7/485Heatran.png/600px-485Heatran.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7o88-2a1687a8-0a27-4c3d-a2b8-d7f5b129b169.png/v1/fill/w_894",h_894",strp/_485_heatran_by_tonofdirt726_ddk7o88-pre.png
Regigigas,https://archives.bulbagarden.net/media/upload/thumb/a/a1/486Regigigas.png/600px-486Regigigas.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7oal-03731f4c-d317-4f1f-b902-904945706a11.png/v1/fill/w_894",h_894",strp/_486_regigigas_by_tonofdirt726_ddk7oal-pre.png
Origin Giratina,https://archives.bulbagarden.net/media/upload/thumb/2/2b/487Giratina-Origin.png/600px-487Giratina-Origin.png,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/i/e48d6b9d-3b1d-46a0-a254-3a448ec3a8a5/ddk7of5-ef7a3989-4bdb-4057-ac18-714903fcca7a.png
