name,type,category,power,accuracy,flavor
Dive,Water,Physical,80,100,"Dives underwater the first turn and strikes next turn.|The user dives underwater on the first turn and strikes next turn.|A two-turn attack. The user dives underwater on the first turn, then hits on the next turn.|Diving on the first turn, the user floats up and attacks on the second turn. It can be used to dive deep in the ocean.|Diving on the first turn, the user floats up and attacks on the next turn.|Diving on the first turn, the user floats up and attacks on the next turn. It can be used to dive deep in the ocean."
Arm Thrust,Fighting,Physical,15,100,Straight-arm punches that strike the foe 2 to 5 times.|A quick flurry of straight-arm punches that hit two to five times.|The user looses a flurry of open-palmed arm thrusts that hit two to five times in a row.|The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row.
Camouflage,Normal,Status,0,100,"Alters the POKéMON’s type depending on the location.|Alters the user’s type depending on the location’s terrain.|The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Tail Glow,Bug,Status,0,100,"Flashes a light that sharply raises SP. ATK.|The user flashes a light that sharply raises its SP. ATK stat.|The user stares at flashing lights to focus its mind, sharply raising its Sp. Atk stat.|The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Luster Purge,Psychic,Special,70,100,Attacks with a burst of light. May lower SP. DEF.|A burst of light injures the foe. It may also lower the foe’s SP. DEF.|The user looses a damaging burst of light. It may also reduce the target’s Sp. Def stat.|The user lets loose a damaging burst of light. It may also reduce the target’s Sp. Def stat.|The user lets loose a damaging burst of light. This may also lower the target’s Sp. Def stat.
Mist Ball,Psychic,Special,70,100,Attacks with a flurry of down. May lower SP. ATK.|A flurry of down hits the foe. It may also lower the foe’s SP. ATK.|A mistlike flurry of down envelops and damages the foe. It may also lower the target’s Sp. Atk.|A mistlike flurry of down envelops and damages the target. It may also lower the target’s Sp. Atk.|A mist-like flurry of down envelops and damages the target. This may also lower the target’s Sp. Atk stat.
Feather Dance,Flying,Status,0,100,Envelops the foe with down to sharply reduce ATTACK.|The foe is covered with a mass of down that sharply cuts the ATTACK stat.|The user covers the foe with a mass of down that sharply lowers the Attack stat.|The user covers the target’s body with a mass of down that harshly lowers its Attack stat.
Teeter Dance,Normal,Status,0,100,Confuses all POKéMON on the scene.|A wobbly dance that confuses all the POKéMON in battle.|The user performs a wobbly dance that confuses all the Pokémon in battle. |The user performs a wobbly dance that confuses the Pokémon around it.
Blaze Kick,Fire,Physical,85,90,A kick with a high critical- hit ratio. May cause a burn.|A fiery kick with a high critical-hit ratio. It may also burn the foe.|The user launches a kick with a high critical-hit ratio. It may also leave the target with a burn.|The user launches a kick that lands a critical hit more easily. It may also leave the target with a burn.|The user launches a kick that lands a critical hit more easily. This may also leave the target with a burn.
Mud Sport,Ground,Status,0,100,"Covers the user in mud to raise electrical resistance.|Weakens ELECTRIC- type attacks while the user is in the battle.|The user covers itself with mud. It weakens Electric- type moves while the user is in the battle.|The user covers itself with mud. It weakens Electric-type moves while the user is in the battle.|The user covers itself with mud. This weakens Electric-type moves for five turns.|The user kicks up mud on the battlefield. This weakens Electric-type moves for five turns.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Ice Ball,Ice,Physical,30,90,"A 5-turn attack that gains power on successive hits.|A 5-turn rolling attack that becomes stronger each time it rolls.|The user continually rolls into the foe over five turns. It becomes stronger each time it hits.|The user continually rolls into the target over five turns. It becomes stronger each time it hits.|The user attacks the target for five turns. The move’s power increases each time it hits.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Needle Arm,Grass,Physical,60,100,"Attacks with thorny arms. May cause flinching.|An attack using thorny arms. It may make the foe flinch.|The user attacks by wildly swinging its thorny arms. It may also make the target flinch.|The user attacks by wildly swinging its thorny arms. This may also make the target flinch.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Slack Off,Normal,Status,0,100,"Slacks off and restores half the maximum HP.|The user slacks off and restores its HP by half its full HP.|The user slacks off, restoring its own HP by up to half of its maximum HP. |The user slacks off, restoring its own HP by up to half of its maximum HP.|The user slacks off, restoring its own HP by up to half of its max HP."
Hyper Voice,Normal,Special,90,100,A loud attack that uses sound waves to injure.|The user lets loose a horribly loud shout with the power to damage.|The user lets loose a horribly echoing shout with the power to inflict damage.
Poison Fang,Poison,Physical,50,100,A sharp-fanged attack. May badly poison the foe.|The foe is bitten with toxic fangs. It may also badly poison the foe.|The user bites the foe with toxic fangs. It may also leave the foe badly poisoned. |The user bites the target with toxic fangs. It may also leave the target badly poisoned.|The user bites the target with toxic fangs. This may also leave the target badly poisoned.
Crush Claw,Normal,Physical,75,95,Tears at the foe with sharp claws. May lower DEFENSE.|The foe is attacked with sharp claws. It may also lower the foe’s DEFENSE.|The user slashes the foe with hard and sharp claws. It may also lower the target’s Defense.|The user slashes the target with hard and sharp claws. It may also lower the target’s Defense.|The user slashes the target with hard and sharp claws. This may also lower the target’s Defense stat.
Blast Burn,Fire,Special,150,90,"Powerful, but leaves the user immobile the next turn.|The foe is hit with a huge explosion. The user can’t move on the next turn.|The foe is razed by a fiery explosion. The user must rest on the next turn, however.|The target is razed by a fiery explosion. The user must rest on the next turn, however.|The target is razed by a fiery explosion. The user can’t move on the next turn."
Hydro Cannon,Water,Special,150,90,"Powerful, but leaves the user immobile the next turn.|The foe is hit with a watery cannon. The user can’t move on the next turn.|The foe is hit with a watery blast. The user must rest on the next turn, however.|The target is hit with a watery blast. The user must rest on the next turn, however.|The target is hit with a watery blast. The user can’t move on the next turn."
Meteor Mash,Steel,Physical,90,90,"Fires a meteor-like punch. May raise ATTACK.|The foe is hit with a hard, fast punch. It may also raise the user’s ATTACK.|The foe is hit with a hard punch fired like a meteor. It may also raise the user’s Attack.|The target is hit with a hard punch fired like a meteor. It may also raise the user’s Attack.|The target is hit with a hard punch fired like a meteor. This may also raise the user’s Attack stat."
Astonish,Ghost,Physical,30,100,An attack that may shock the foe into flinching.|An attack using a startling shout. It also may make the foe flinch.|The user attacks the foe while shouting in a startling fashion. It may also make the target flinch.|The user attacks the target while shouting in a startling fashion. It may also make the target flinch.|The user attacks the target while shouting in a startling fashion. This may also make the target flinch.
Weather Ball,Normal,Special,50,100,The move’s type and power change with the weather.|An attack that varies in power and type depending on the weather.|An attack move that varies in power and type depending on the weather. |An attack move that varies in power and type depending on the weather.|This attack move varies in power and type depending on the weather.
Aromatherapy,Grass,Status,0,100,Heals all status problems with a soothing scent.|A soothing scent is released to heal all status problems in the user’s party.|The user releases a soothing scent that heals all status problems affecting the user’s party.|The user releases a soothing scent that heals all status conditions affecting the user’s party.
Fake Tears,Dark,Status,0,100,"Feigns crying to sharply lower the foe’s SP. DEF.|The user feigns crying to sharply lower the foe’s SP. DEF stat.|The user feigns crying to make the foe feel flustered, sharply lowering its Sp. Def stat.|The user feigns crying to fluster the target, harshly lowering its Sp. Def stat."
Air Cutter,Flying,Special,60,95,Hacks with razorlike wind. High critical-hit ratio.|The foe is hit with razor-like wind. It has a high critical-hit ratio.|The user launches razorlike wind to slash the foe. It has a high critical-hit ratio.|The user launches razor-like wind to slash the opposing team. Critical hits land more easily.|The user launches razor-like wind to slash the opposing Pokémon. Critical hits land more easily.|The user launches razor-like wind to slash opposing Pokémon. Critical hits land more easily.
Overheat,Fire,Special,130,90,"Allows a full-power attack, but sharply lowers SP. ATK.|An intense attack that also sharply reduces the user’s SP. ATK stat.|The user attacks the foe at full power. The attack’s recoil sharply reduces the user’s Sp. Atk stat.|The user attacks the target at full power. The attack’s recoil harshly reduces the user’s Sp. Atk stat.|The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat."
Odor Sleuth,Normal,Status,0,100,"Negates the foe’s efforts to heighten evasiveness.|Completely negates the foe’s efforts to heighten its ability to evade.|Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.|Enables a Ghost-type target to be hit with Normal- and Fighting-type attacks. It also enables an evasive target to be hit.|Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Rock Tomb,Rock,Physical,60,95,Stops the foe from moving with rocks and cuts SPEED.|Boulders are hurled at the foe. It also lowers the foe’s SPEED if it hits.|Boulders are hurled at the foe. It also lowers the foe’s Speed by preventing its movement.|Boulders are hurled at the target. It also lowers the target’s Speed by preventing its movement.|Boulders are hurled at the target. This also lowers the target’s Speed stat by preventing its movement.
Silver Wind,Bug,Special,60,100,"A powdery attack that may raise abilities.|The foe is attacked with a silver dust. It may raise all the user’s stats.|The foe is attacked with powdery scales blown by wind. It may also raise all the user’s stats.|The target is attacked with powdery scales blown by wind. It may also raise all the user’s stats.|The target is attacked with powdery scales blown by wind. This may also raise all the user’s stats.|The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Metal Sound,Steel,Status,0,85,Emits a horrible screech that sharply lowers SP. DEF.|A horrible metallic screech is used to sharply lower the foe’s SP. DEF.|A horrible sound like scraping metal is emitted to sharply reduce the foe’s Sp. Def stat.|A horrible sound like scraping metal harshly reduces the target’s Sp. Def stat.|A horrible sound like scraping metal harshly lowers the target’s Sp. Def stat.
Grass Whistle,Grass,Status,0,55,"Lulls the foe into sleep with a pleasant melody.|A pleasant melody is played to lull the foe into a deep sleep.|The user plays a pleasant melody that lulls the foe into a deep sleep. |The user plays a pleasant melody that lulls the target into a deep sleep.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Tickle,Normal,Status,0,100,"Makes the foe laugh to lower ATTACK and DEFENSE.|The foe is made to laugh, reducing its ATTACK and DEFENSE stats.|The user tickles the foe into laughing, reducing its Attack and Defense stats. |The user tickles the target into laughing, reducing its Attack and Defense stats."
Cosmic Power,Psychic,Status,0,100,Raises DEFENSE and SP. DEF with a mystic power.|The user absorbs a mystic power to raise its DEFENSE and SP. DEF.|The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.
Water Spout,Water,Special,150,100,"Inflicts more damage if the user’s HP is high.|The higher the user’s HP, the more powerful this attack becomes.|The user spouts water to damage the foe. The lower the user’s HP, the less powerful it becomes.|The user spouts water to damage the opposing team. The lower the user’s HP, the less powerful it becomes.|The user spouts water to damage opposing Pokémon. The lower the user’s HP, the lower the move’s power."
Signal Beam,Bug,Special,75,100,"A strange beam attack that may confuse the foe.|The foe is hit with a flashing beam that may also cause confusion.|The user attacks with a sinister beam of light. It may also confuse the target. |The user attacks with a sinister beam of light. It may also confuse the target.|The user attacks with a sinister beam of light. This may also confuse the target.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Shadow Punch,Ghost,Physical,60,100,An unavoidable punch that is thrown from shadows.|The user throws a punch from the shadows. It cannot be evaded.|The user throws a punch at the foe from the shadows. The punch lands without fail.|The user throws a punch from the shadows. The punch lands without fail.|The user throws a punch from the shadows. This attack never misses.
Extrasensory,Psychic,Special,80,100,"Attacks with a peculiar power. May cause flinching.|The user attacks with an odd power that may make the foe flinch.|The user attacks with an odd, unseeable power. It may also make the foe flinch.|The user attacks with an odd, unseeable power. It may also make the target flinch.|The user attacks with an odd, unseeable power. This may also make the target flinch."
Sky Uppercut,Fighting,Physical,85,90,"An uppercut thrown as if leaping into the sky.|The user attacks with an uppercut thrown skywards with force.|The user attacks the foe with an uppercut thrown skyward with force. |The user attacks the target with an uppercut thrown skyward with force.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Sand Tomb,Ground,Physical,35,85,Traps and hurts the foe in quicksand for 2 to 5 turns.|The foe is trapped inside a painful sandstorm for two to five turns.|The user traps the foe inside a harshly raging sandstorm for two to five turns. |The user traps the target inside a harshly raging sandstorm for four to five turns.
Sheer Cold,Ice,Special,0,30,A chilling attack that causes fainting if it hits.|The foe is attacked with ultimate cold that causes fainting if it hits.|The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.|The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.|The target is attacked with a blast of absolute-zero cold. The target faints instantly if this attack hits.|The target faints instantly. It’s less likely to hit the target if it’s used by Pokémon other than Ice types.
Muddy Water,Water,Special,90,85,Attacks with muddy water. May lower accuracy.|The user attacks with muddy water. It may also lower the foe’s accuracy.|The user attacks by shooting out muddy water. It may also lower the foe’s accuracy.|The user attacks by shooting muddy water at the opposing team. It may also lower the targets’ accuracy.|The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.|The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.
Bullet Seed,Grass,Physical,25,100,Shoots 2 to 5 seeds in a row to strike the foe.|The user shoots seeds at the foe. Two to five seeds are shot at once.|The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.|The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.|The user forcefully shoots seeds at the target two to five times in a row.
Aerial Ace,Flying,Physical,60,100,"An extremely speedy and unavoidable attack.|An extremely fast attack against one target. It can’t be evaded.|The user confounds the foe with speed, then slashes. The attack lands without fail.|The user confounds the target with speed, then slashes. The attack lands without fail.|The user confounds the target with speed, then slashes. This attack never misses."
Icicle Spear,Ice,Physical,25,100,Attacks the foe by firing 2 to 5 icicles in a row.|Sharp icicles are fired at the foe. It strikes two to five times.|The user launches sharp icicles at the foe. It strikes two to five times in a row.|The user launches sharp icicles at the target. It strikes two to five times in a row.|The user launches sharp icicles at the target two to five times in a row.
Iron Defense,Steel,Status,0,100,"Hardens the body’s surface to sharply raise DEFENSE.|The user hardens its body’s surface to sharply raise its DEFENSE stat.|The user hardens its body’s surface like iron, sharply raising its Defense stat."
Block,Normal,Status,0,100,Blocks the foe’s way to prevent escape.|The user blocks the foe’s way with arms spread wide to prevent escape.|The user blocks the foe’s way with arms spread wide to prevent escape. |The user blocks the target’s way with arms spread wide to prevent escape.
Howl,Normal,Status,0,100,"Howls to raise the spirit and boosts ATTACK.|The user howls to raise its spirit and boost its ATTACK stat.|The user howls loudly to raise its spirit, boosting its Attack stat. |The user howls loudly to raise its spirit, boosting its Attack stat.|The user howls loudly to raise its spirit, which raises its Attack stat.|The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats."
Dragon Claw,Dragon,Physical,80,100,"Slashes the foe with sharp claws.|Sharp, huge claws hook and slash the foe quickly and with great power.|The user slashes the foe with huge, sharp claws.  |The user slashes the target with huge, sharp claws.|The user slashes the target with huge sharp claws."
Frenzy Plant,Grass,Special,150,90,"Powerful, but leaves the user immobile the next turn.|The foe is hit with an enormous branch. The user can’t move on the next turn.|The foe is slammed with an enormous tree. The user can’t move on the next turn.|The user slams the target with an enormous tree. The user can’t move on the next turn.|The user slams the target with the roots of an enormous tree. The user can’t move on the next turn."
Bulk Up,Fighting,Status,0,100,"Bulks up the body to boost both ATTACK and DEFENSE.|The user bulks up its body to boost both its ATTACK and DEFENSE stats.|The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats.|The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats."
Bounce,Flying,Physical,85,85,"Bounces up, then down the next turn. May paralyze.|The user bounces on the foe on the 2nd turn. It may paralyze the foe.|The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe.|The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis.|The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis."
Mud Shot,Ground,Special,55,95,Hurls mud at the foe and reduces SPEED.|The user attacks by hurling mud. It also reduces the foe’s SPEED.|The user attacks by hurling a blob of mud at the foe. It also reduces the target’s Speed.|The user attacks by hurling a blob of mud at the target. It also reduces the target’s Speed.|The user attacks by hurling a blob of mud at the target. This also lowers the target’s Speed stat.
Poison Tail,Poison,Physical,50,100,Has a high critical-hit ratio. May also poison.|An attack with a high critical-hit ratio. It may also poison the foe.|An attack with a high critical-hit ratio. This tail  attack may also  poison the foe.|The user hits the target with its tail. It may also poison the target. Critical hits land more easily.|The user hits the target with its tail. This may also poison the target. Critical hits land more easily.
Covet,Normal,Physical,60,100,"Cutely begs to obtain an item held by the foe.|A cutely executed attack that also steals the foe’s hold item.|The user endearingly approaches the foe, then steals the item the foe is holding. |The user endearingly approaches the target, then steals the target’s held item."
Volt Tackle,Electric,Physical,120,100,"A life-risking tackle that slightly hurts the user.|The user throws an electrified tackle. It hurts the user a little.|The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well.|The user electrifies itself, then charges.  It causes considerable damage to the user and may leave the target with paralysis.|The user electrifies itself, then charges. It causes considerable damage to the user and may leave the target with paralysis.|The user electrifies itself, then charges. This also damages the user quite a lot. This may leave the target with paralysis.|The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis."
Magical Leaf,Grass,Special,60,100,Attacks with a strange leaf that cannot be evaded.|The foe is attacked with a strange leaf that cannot be evaded.|The user scatters curious leaves that chase the foe. This attack will not miss.|The user scatters curious leaves that chase the target. This attack will not miss.|The user scatters curious leaves that chase the target. This attack never misses.
Water Sport,Water,Status,0,100,"The user becomes soaked to raise resistance to fire.|Weakens FIRE-type attacks while the user is in the battle.|The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.|The user soaks itself with water. This weakens Fire-type moves for five turns.|The user soaks the battlefield with water. This weakens Fire-type moves for five turns.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Calm Mind,Psychic,Status,0,100,Raises SP. ATK and SP. DEF by focusing the mind.|The user focuses its mind to raise the SP. ATK and SP. DEF stats.|The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Leaf Blade,Grass,Physical,90,100,Slashes with a sharp leaf. High critical-hit ratio.|The foe is slashed with a sharp leaf. It has a high critical-hit ratio.|The foe is slashed with a sharp leaf. It has a high critical-hit ratio. |The user handles a sharp leaf like a sword and attacks by cutting its target. Critical hits land more easily.
Dragon Dance,Dragon,Status,0,100,"A mystical dance that ups ATTACK and SPEED.|A mystic, powerful dance that boosts the user’s ATTACK and SPEED stats.|The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.|The user vigorously performs a mystic, powerful dance that raises its Attack and Speed stats."
Rock Blast,Rock,Physical,25,90,Hurls boulders at the foe 2 to 5 times in a row.|The user hurls two to five hard rocks at the foe to attack.|The user hurls hard rocks at the foe. Two to five rocks are launched in quick succession.|The user hurls hard rocks at the target. Two to five rocks are launched in quick succession.|The user hurls hard rocks at the target. Two to five rocks are launched in a row.
Shock Wave,Electric,Special,60,100,A fast and unavoidable electric attack.|A rapid jolt of electricity strikes the foe. It can’t be evaded.|The user strikes the foe with a quick jolt of electricity. This attack cannot be evaded.|The user strikes the target with a quick jolt of electricity. This attack cannot be evaded.|The user strikes the target with a quick jolt of electricity. This attack never misses.
Water Pulse,Water,Special,60,100,Attacks with ultrasonic waves. May confuse the foe|Attacks with ultrasonic waves. May confuse the foe.|An attack with a pulsing blast of water. It may also confuse the foe.|The user attacks the foe with a pulsing blast of water. It may also confuse the foe.|The user attacks the target with a pulsing blast of water. It may also confuse the target.|The user attacks the target with a pulsing blast of water. This may also confuse the target.
Doom Desire,Steel,Special,140,100,"Summons strong sunlight to attack 2 turns later.|A move that attacks the foe with a blast of light two turns after use.|Two turns after this move is used, the user blasts the foe with a concentrated bundle of light.|Two turns after this move is used, the user blasts the target with a concentrated bundle of light.|Two turns after this move is used, a concentrated bundle of light blasts the target. |Two turns after this move is used, a concentrated bundle of light blasts the target."
Psycho Boost,Psychic,Special,140,90,"Allows a full-power attack, but sharply lowers SP. ATK.|Allows a full-power attack, but sharply lowers SP. ATK. |An intense attack that also sharply reduces the user’s SP. ATK stat.|The user attacks the foe at full power. The attack’s recoil sharply reduces the user’s Sp. Atk stat.|The user attacks the target at full power. The attack’s recoil harshly reduces the user’s Sp. Atk stat.|The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Roost,Flying,Status,0,100,The user lands and rests its body. It restores the user’s HP by up to half of its max HP.|The user lands and rests its body. This move restores the user’s HP by up to half of its max HP.
Gravity,Psychic,Status,0,100,"Gravity is intensified for five turns, making moves involving flying unusable and negating Levitation.|Gravity is intensified for five turns, making moves involving flying unusable and negating Levitate.|Enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Flying moves can’t be used.|This move enables Flying-type Pokémon or Pokémon with the Levitate Ability to be hit by Ground-type moves. Moves that involve flying can’t be used."
Miracle Eye,Psychic,Status,0,100,"Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.|Enables the user to hit a Dark type with any type of move. It also enables the user to hit an evasive foe.|Enables a Dark-type target to be hit by Psychic-type attacks. It also enables an evasive target to be hit.|Enables a Dark-type target to be hit by Psychic-type attacks. This also enables an evasive target to be hit.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Wake Up Slap,Fighting,Physical,70,100,"This attack inflicts high damage on a sleeping foe. It also wakes the foe up, however.|This attack inflicts big damage on a sleeping target. It also wakes the target up, however.|This attack inflicts big damage on a sleeping target. This also wakes the target up, however.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Hammer Arm,Fighting,Physical,100,90,"The user swings and hits with its strong and heavy fist. It lowers the user’s Speed, however.|The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
Gyro Ball,Steel,Physical,0,100,"The user tackles the foe with a high-speed spin. The slower the user, the greater the damage.|The user tackles the target with a high-speed spin. The slower the user, the greater the damage.|The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move’s power."
Healing Wish,Psychic,Status,0,100,"The user faints. In return, the Pokémon taking its place will have its HP restored and status cured.|The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured."
Brine,Water,Special,65,100,"If the foe’s HP is down to about half, this attack will hit with double the power.|If the target’s HP is down to about half, this attack will hit with double the power.|If the target’s HP is half or less, this attack will hit with double the power."
Natural Gift,Normal,Physical,0,100,"The user draws power to attack by using its held Berry. The Berry determines its type and power.|The user draws power to attack by using its held Berry. The Berry determines the move’s type and power.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Feint,Normal,Physical,30,100,An attack that hits a foe using Protect or Detect. It also lifts the effects of those moves.|An attack that hits a target using Protect or Detect. It also lifts the effects of those moves.|An attack that hits a target using Protect or Detect. This also lifts the effects of those moves.|This attack hits a target using a move such as Protect or Detect. This also lifts the effects of those moves.|This attack hits a target using Protect. This also lifts the effects of the move.
Pluck,Flying,Physical,60,100,"The user pecks the foe. If the foe is holding a Berry, the user plucks it and gains its effect.|The user pecks the target. If the target is holding a Berry, the user eats it and gains its effect."
Tailwind,Flying,Status,0,100,The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for three turns.|The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for four turns.|The user whips up a turbulent whirlwind that ups the Speed stat of the user and its allies for four turns.|The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.
Acupressure,Normal,Status,0,100,"The user applies pressure to stress points, sharply boosting one of its stats.|The user applies pressure to stress points, sharply boosting one of its or its allies’ stats."
Metal Burst,Steel,Physical,0,100,The user retaliates against the foe that last inflicted damage on it with much greater power.|The user retaliates with much greater power against the target that last inflicted damage on it.|The user retaliates with much greater power against the opponent that last inflicted damage on it.|The user retaliates with much greater force against the opponent that last inflicted damage on it.
U Turn,Bug,Physical,70,100,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
Close Combat,Fighting,Physical,120,100,The user fights the foe in close without guarding itself. It also cuts the user’s Defense and Sp. Def.|The user fights the foe up close without guarding itself. It also cuts the user’s Defense and Sp. Def.|The user fights the target up close without guarding itself. It also cuts the user’s Defense and Sp. Def.|The user fights the target up close without guarding itself. This also lowers the user’s Defense and Sp. Def stats.
Payback,Dark,Physical,50,100,"If the user can use this attack after the foe attacks, its power is doubled. |If the user moves after the target, this attack’s power will be doubled.|The user stores power, then attacks. If the user moves after the target, this attack’s power will be doubled."
Assurance,Dark,Physical,60,100,"If the foe has already taken some damage in the same turn, this attack’s power is doubled.|If the target has already taken some damage in the same turn, this attack’s power is doubled."
Embargo,Dark,Status,0,100,"It prevents the foe from using its held item. Its Trainer is also prevented from using items on it.|It prevents the target from using its held item. Its Trainer is also prevented from using items on it.|This move prevents the target from using its held item. Its Trainer is also prevented from using items on it.|This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Fling,Dark,Physical,0,100,The user flings its held item at the foe to attack. Its power and effects depend on the item.|The user flings its held item at the target to attack. Its power and effects depend on the item.|The user flings its held item at the target to attack. This move’s power and effects depend on the item.
Psycho Shift,Psychic,Status,0,100,"Using its psychic power of suggestion, the user transfers its status problems to the target.|Using its psychic power of suggestion, the user transfers its status conditions to the target."
Trump Card,Normal,Special,0,100,"The fewer PP this move has, the more power it has for attack. |The fewer PP this move has, the greater its attack power.|The fewer PP this move has, the greater its power.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Heal Block,Psychic,Status,0,100,"The user prevents the foe from using any HP-recovery moves for five turns. |For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Wring Out,Normal,Special,0,100,"The user powerfully wrings the foe. The more HP the foe has, the greater this attack’s power.|The user powerfully wrings the target. The more HP the target has, the greater this attack’s power.|The user powerfully wrings the target. The more HP the target has, the greater the move’s power.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Power Trick,Psychic,Status,0,100,The user employs its psychic power to switch its Attack with its Defense stat.|The user employs its psychic power to switch its Attack stat with its Defense stat.
Gastro Acid,Poison,Status,0,100,The user hurls up its stomach acids on the foe. The fluid eliminates the effect of the foe’s ability.|The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target’s Ability.
Lucky Chant,Normal,Status,0,100,"The user chants an incantation toward the sky, preventing the foe from landing critical hits.|The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits.|The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits for five turns.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Me First,Normal,Status,0,100,"The user tries to cut ahead of the foe to steal and use the foe’s intended move with greater power.|The user tries to cut ahead of the target to steal and use the target’s intended move with greater power.|The user cuts ahead of the target to steal and use the target’s intended move with greater power. This move fails if it isn’t used first.|The user cuts ahead of the target to copy and use the target’s intended move with greater power. This move fails if it isn’t used first.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Copycat,Normal,Status,0,100,The user mimics the move used immediately before it. The move fails if no other move has been used yet.
Power Swap,Psychic,Status,0,100,The user employs its psychic power to switch changes to its Attack and Sp. Atk with the foe.|The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target.|The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.
Guard Swap,Psychic,Status,0,100,The user employs its psychic power to switch changes to its Defense and Sp. Def with the foe.|The user employs its psychic power to switch changes to its Defense and Sp. Def with the target.|The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target.
Punishment,Dark,Physical,0,100,"This attack’s power increases the more the foe has powered up with stat changes. |This attack’s power increases the more the target has powered up with stat changes.|The more the target has powered up with stat changes, the greater the move’s power.|This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
